연도,월,일,기온 (°C),강수량 (mm),점심 피크타임 손님 수,저녁 피크타임 손님 수,대인 손님 수,소인 손님 수,테이블 회전률,광어 초밥 판매량,엔가와 초밥 판매량,연어 초밥 판매량,연어롤 판매량,연어 사시미 판매량,장어 초밥 판매량,장어덮밥 판매량,장어롤 판매량,광어 소비량(g),연어 소비량(g),장어 소비량(g)
2021,3,12,8.9,0.0,66,88,108,46,3.2,58,35,66,42,39,26,22,13,3734,4140,515
2021,3,13,10.0,0.0,132,220,270,82,3.8,134,81,151,99,92,66,55,33,7503,10400,1922
2021,3,14,7.5,0.0,132,220,275,77,3.8,134,81,151,99,92,66,55,33,8989,9839,2115
2021,3,15,6.7,2.1,66,88,120,34,2.5,58,35,66,42,39,26,22,13,3326,4473,333
2021,3,16,9.7,0.0,66,88,121,33,2.8,58,35,66,42,39,26,22,13,3449,3593,526
2021,3,17,9.9,0.0,66,88,109,45,2.9,58,35,66,42,39,26,22,13,3110,4399,488
2021,3,18,4.3,7.0,66,88,121,33,2.6,58,35,66,42,39,26,22,13,4223,3193,453
2021,3,19,6.8,0.0,66,88,108,46,3.2,58,35,66,42,39,26,22,13,3581,4101,377
2021,3,20,9.3,0.0,132,220,247,105,4.5,134,81,151,99,92,66,55,33,7696,9624,2120
2021,3,21,8.5,0.0,132,220,280,72,3.7,134,81,151,99,92,66,55,33,7466,7301,1803
2021,3,22,6.8,13.6,49,70,86,33,3.3,40,24,45,29,27,18,15,9,2596,2671,439
2021,3,23,9.5,0.0,66,88,111,43,3.5,58,35,66,42,39,26,22,13,3750,3831,447
2021,3,24,3.5,2.8,66,88,113,41,2.5,58,35,66,42,39,26,22,13,3311,4096,476
2021,3,25,4.3,0.0,66,88,122,32,3.0,58,35,66,42,39,26,22,13,3998,3907,380
2021,3,26,8.3,0.0,66,88,122,32,3.3,58,35,66,42,39,26,22,13,4233,4594,429
2021,3,27,9.5,0.0,132,220,266,86,3.5,134,81,151,99,92,66,55,33,8263,9632,2392
2021,3,28,9.4,0.0,132,220,255,97,4.1,134,81,151,99,92,66,55,33,7409,9563,1701
2021,3,29,7.4,0.0,66,88,111,43,2.7,58,35,66,42,39,26,22,13,3611,3189,619
2021,3,30,8.7,0.0,66,88,117,37,2.7,58,35,66,42,39,26,22,13,3184,3245,439
2021,3,31,10.9,0.0,66,88,110,44,3.4,58,35,66,42,39,26,22,13,3270,4390,584
2021,4,1,11.9,0.0,90,120,167,43,2.8,95,57,108,70,64,43,36,21,4218,5918,792
2021,4,2,12.2,1.0,90,120,157,53,3.4,95,57,108,70,64,43,36,21,5241,4750,550
2021,4,3,11.8,0.0,180,300,357,123,4.1,219,133,248,162,151,108,90,54,9417,10256,2346
2021,4,4,14.0,0.0,180,300,358,122,4.1,219,133,248,162,151,108,90,54,12232,13487,2719
2021,4,5,14.9,0.0,90,120,152,58,3.5,95,57,108,70,64,43,36,21,3809,4926,572
2021,4,6,15.8,0.0,90,120,160,50,2.8,143,86,161,105,97,64,53,32,5085,4335,851
2021,4,7,13.0,1.9,90,120,147,63,3.4,143,86,161,105,97,64,53,32,3737,5546,510
2021,4,8,16.2,0.0,90,120,157,53,2.6,95,57,108,70,64,43,36,21,5417,5122,863
2021,4,9,12.0,0.0,90,120,150,60,2.8,95,57,108,70,64,43,36,21,4937,5150,605
2021,4,10,10.4,0.0,180,300,373,107,4.2,219,133,248,162,151,108,90,54,12576,11030,2749
2021,4,11,17.8,0.0,180,300,356,124,4.0,219,133,248,162,151,108,90,54,10049,13190,2004
2021,4,12,14.6,0.0,90,120,160,50,3.2,95,57,108,70,64,43,36,21,4957,4318,484
2021,4,13,13.7,10.6,67,96,124,39,3.3,66,40,75,49,45,31,25,15,3506,4335,366
2021,4,14,11.2,0.0,90,120,165,45,2.6,95,57,108,70,64,43,36,21,4599,5416,475
2021,4,15,10.9,0.0,90,120,166,44,3.4,95,57,108,70,64,43,36,21,4316,5597,702
2021,4,16,13.1,0.0,90,120,147,63,3.1,95,57,108,70,64,43,36,21,4081,5345,799
2021,4,17,13.2,0.0,180,300,364,116,3.9,219,133,248,162,151,108,90,54,10391,13235,3424
2021,4,18,10.8,0.0,180,300,338,142,4.1,219,133,248,162,151,108,90,54,8548,11809,2705
2021,4,19,9.7,0.0,90,120,166,44,2.5,95,57,108,70,64,43,36,21,4269,5608,621
2021,4,20,12.3,0.0,90,120,149,61,3.1,95,57,108,70,64,43,36,21,5044,5165,783
2021,4,21,17.1,0.0,90,120,157,53,2.7,95,57,108,70,64,43,36,21,4259,4457,604
2021,4,22,14.6,2.7,90,120,159,51,3.4,95,57,108,70,64,43,36,21,5470,5911,667
2021,4,23,9.7,0.0,90,120,161,49,3.2,95,57,108,70,64,43,36,21,5458,5729,640
2021,4,24,13.5,0.0,180,300,375,105,4.5,219,133,248,162,151,108,90,54,11549,12720,2484
2021,4,25,14.2,0.0,180,300,337,143,4.3,219,133,248,162,151,108,90,54,10613,13729,3451
2021,4,26,12.6,0.0,90,120,160,50,3.3,95,57,108,70,64,43,36,21,5518,5110,687
2021,4,27,15.9,0.0,90,120,165,45,3.1,95,57,108,70,64,43,36,21,4890,5207,619
2021,4,28,17.0,0.0,90,120,152,58,2.7,95,57,108,70,64,43,36,21,3887,4633,493
2021,4,29,10.0,0.0,90,120,147,63,3.1,95,57,108,70,64,43,36,21,4481,6261,707
2021,4,30,15.7,0.0,90,120,147,63,2.5,95,57,108,70,64,43,36,21,4652,5194,484
2021,5,1,19.9,0.0,132,220,274,78,3.6,147,89,166,108,101,72,60,36,7477,7985,1370
2021,5,2,17.0,13.2,99,176,192,83,4.3,103,63,117,76,71,52,43,26,5011,6587,1756
2021,5,3,12.6,0.9,66,88,120,34,3.3,64,38,72,47,43,29,24,14,3629,3750,344
2021,5,4,15.8,0.0,66,88,109,45,3.2,64,38,72,47,43,29,24,14,3410,3183,472
2021,5,5,16.9,2.9,66,88,108,46,3.1,64,38,72,47,43,29,24,14,2988,3269,615
2021,5,6,14.5,3.0,66,88,111,43,3.1,96,58,108,70,65,43,36,21,3574,3828,346
2021,5,7,22.3,0.0,72,96,127,41,3.3,115,69,130,84,78,52,43,26,3201,4042,550
2021,5,8,18.9,7.3,132,220,252,100,4.5,147,89,166,108,101,72,60,36,8175,9733,2613
2021,5,9,22.9,2.1,145,242,273,114,4.3,178,108,201,131,122,87,73,43,9537,10145,1755
2021,5,10,17.0,0.0,66,88,112,42,3.0,64,38,72,47,43,29,24,14,2997,3413,541
2021,5,11,18.9,2.7,66,88,119,35,2.5,64,38,72,47,43,29,24,14,3155,4376,470
2021,5,12,22.1,0.0,72,96,128,40,3.1,76,46,87,56,52,34,29,17,4319,4693,480
2021,5,13,16.1,0.0,66,88,123,31,2.9,64,38,72,47,43,29,24,14,3120,3448,440
2021,5,14,24.5,0.0,72,96,128,40,2.6,76,46,87,56,52,34,29,17,4096,3813,363
2021,5,15,19.4,6.2,132,220,280,72,4.4,147,89,166,108,101,72,60,36,8863,10103,2182
2021,5,16,24.8,0.0,145,242,290,97,4.0,178,108,201,131,122,87,73,43,8279,8156,1580
2021,5,17,22.4,0.0,72,96,122,46,2.6,76,46,87,56,52,34,29,17,3172,4846,412
2021,5,18,13.8,2.3,66,88,113,41,3.0,64,38,72,47,43,29,24,14,3218,3619,529
2021,5,19,18.5,0.0,66,88,111,43,3.4,64,38,72,47,43,29,24,14,3815,3493,494
2021,5,20,16.0,0.0,66,88,112,42,2.8,64,38,72,47,43,29,24,14,3016,4198,616
2021,5,21,15.0,0.0,66,88,119,35,2.7,64,38,72,47,43,29,24,14,4000,3403,433
2021,5,22,21.5,0.0,145,242,272,115,4.2,178,108,201,131,122,87,73,43,6833,10006,1679
2021,5,23,19.1,0.0,132,220,276,76,3.9,147,89,166,108,101,72,60,36,8201,8811,1754
2021,5,24,14.8,0.0,66,88,120,34,3.4,64,38,72,47,43,29,24,14,3992,4027,361
2021,5,25,20.1,0.0,72,96,133,35,2.8,76,46,87,56,52,34,29,17,4436,4264,461
2021,5,26,17.3,0.0,66,88,109,45,2.7,64,38,72,47,43,29,24,14,3785,4035,368
2021,5,27,19.1,0.0,66,88,111,43,2.8,64,38,72,47,43,29,24,14,3045,3924,590
2021,5,28,18.1,0.0,66,88,114,40,2.7,64,38,72,47,43,29,24,14,3721,3359,564
2021,5,29,14.4,0.0,132,220,259,93,3.9,147,89,166,108,101,72,60,36,7670,8970,2348
2021,5,30,19.3,8.0,132,220,271,81,3.8,147,89,166,108,101,72,60,36,8415,9478,1603
2021,5,31,20.7,0.0,72,96,126,42,2.5,76,46,87,56,52,34,29,17,3706,3880,622
2021,6,1,17.0,0.0,54,72,100,26,3.4,50,30,56,36,34,22,18,11,2970,2977,404
2021,6,2,21.5,0.8,59,79,106,32,2.5,60,36,68,44,41,27,22,13,3013,3338,301
2021,6,3,25.3,13.1,40,57,68,29,2.6,34,21,39,25,23,16,13,8,2303,2708,222
2021,6,4,17.8,0.0,54,72,95,31,2.7,50,30,56,36,34,22,18,11,2518,2908,283
2021,6,5,25.4,0.0,108,180,230,58,4.1,115,69,130,85,79,56,47,28,7355,7200,1816
2021,6,6,25.8,0.0,108,180,211,77,4.0,172,104,195,127,119,85,70,42,6485,8569,1433
2021,6,7,22.1,8.8,59,79,105,33,2.7,90,54,102,66,61,41,34,20,3369,4004,482
2021,6,8,23.2,0.0,59,79,110,28,2.6,60,36,68,44,41,27,22,13,3614,3847,559
2021,6,9,20.1,0.0,59,79,100,38,3.3,60,36,68,44,41,27,22,13,2829,3735,454
2021,6,10,23.7,0.0,59,79,107,31,3.3,60,36,68,44,41,27,22,13,3597,4000,289
2021,6,11,20.3,0.0,59,79,107,31,3.1,60,36,68,44,41,27,22,13,2986,3299,487
2021,6,12,15.4,0.0,108,180,211,77,4.4,115,69,130,85,79,56,47,28,5542,8135,1813
2021,6,13,20.7,11.0,88,158,179,67,4.2,97,59,110,72,67,49,41,24,5195,6892,1565
2021,6,14,22.3,2.5,59,79,105,33,2.7,60,36,68,44,41,27,22,13,2965,3830,332
2021,6,15,19.2,1.3,54,72,88,38,3.1,50,30,56,36,34,22,18,11,3063,3047,352
2021,6,16,22.1,0.0,59,79,102,36,2.7,60,36,68,44,41,27,22,13,3232,3934,519
2021,6,17,23.8,0.0,59,79,110,28,2.7,60,36,68,44,41,27,22,13,3030,3673,379
2021,6,18,20.8,0.0,59,79,104,34,3.1,60,36,68,44,41,27,22,13,2926,4107,295
2021,6,19,19.8,0.0,108,180,223,65,3.7,115,69,130,85,79,56,47,28,5920,6493,2037
2021,6,20,20.9,0.0,118,198,247,69,4.3,139,84,157,102,95,68,57,34,6490,6915,2369
2021,6,21,21.2,0.0,59,79,108,30,2.6,60,36,68,44,41,27,22,13,3017,3950,465
2021,6,22,21.4,0.0,59,79,106,32,2.5,60,36,68,44,41,27,22,13,3349,3072,341
2021,6,23,26.9,5.2,54,72,91,35,2.9,50,30,56,36,34,22,18,11,2861,3252,276
2021,6,24,21.7,0.0,59,79,97,41,2.9,60,36,68,44,41,27,22,13,3327,3121,554
2021,6,25,21.5,5.6,59,79,101,37,2.9,60,36,68,44,41,27,22,13,2963,3312,544
2021,6,26,26.7,0.0,108,180,228,60,3.7,115,69,130,85,79,56,47,28,7527,7648,1987
2021,6,27,20.3,0.0,118,198,240,76,4.4,139,84,157,102,95,68,57,34,6848,6580,1556
2021,6,28,25.0,0.0,59,79,98,40,2.5,60,36,68,44,41,27,22,13,3072,3077,501
2021,6,29,22.4,0.0,59,79,103,35,3.4,60,36,68,44,41,27,22,13,3473,3025,328
2021,6,30,19.6,0.0,54,72,88,38,3.3,50,30,56,36,34,22,18,11,2313,3009,447
2021,7,1,29.0,0.0,42,56,78,20,2.7,35,21,39,25,23,15,13,7,2154,2580,351
2021,7,2,24.2,1.0,46,61,85,22,2.6,42,25,47,31,28,19,15,9,2711,3012,290
2021,7,3,25.5,0.0,84,140,166,58,3.9,81,49,91,59,55,39,33,19,4196,4791,847
2021,7,4,24.2,0.0,92,154,184,62,3.5,98,59,110,72,67,48,40,24,5166,7142,1011
2021,7,5,24.0,0.0,46,61,76,31,3.2,42,25,47,31,28,19,15,9,2169,2283,381
2021,7,6,33.2,2.7,35,47,58,24,3.4,44,26,50,32,30,20,16,10,1905,1872,171
2021,7,7,30.7,4.2,35,47,62,20,3.1,44,26,50,32,30,20,16,10,1711,1808,232
2021,7,8,22.7,4.8,46,61,85,22,3.1,42,25,47,31,28,19,15,9,2355,3135,243
2021,7,9,21.3,0.0,46,61,81,26,3.0,42,25,47,31,28,19,15,9,2296,2376,221
2021,7,10,27.1,7.6,84,140,172,52,3.8,81,49,91,59,55,39,33,19,5488,5526,937
2021,7,11,25.1,0.0,84,140,158,66,4.3,81,49,91,59,55,39,33,19,4588,5520,1194
2021,7,12,26.1,0.0,42,56,77,21,3.5,35,21,39,25,23,15,13,7,2245,2118,297
2021,7,13,27.7,9.5,42,56,76,22,3.3,35,21,39,25,23,15,13,7,2513,2935,269
2021,7,14,29.6,0.0,42,56,78,20,2.7,35,21,39,25,23,15,13,7,2152,2862,327
2021,7,15,29.9,0.6,42,56,78,20,3.0,35,21,39,25,23,15,13,7,2507,2070,332
2021,7,16,20.0,0.0,46,61,85,22,3.4,42,25,47,31,28,19,15,9,2478,2721,432
2021,7,17,26.1,0.0,84,140,173,51,3.5,81,49,91,59,55,39,33,19,5514,5698,1581
2021,7,18,22.3,8.5,92,154,178,68,4.4,98,59,110,72,67,48,40,24,4608,5353,1313
2021,7,19,20.4,0.0,46,61,77,30,3.3,42,25,47,31,28,19,15,9,2201,2599,314
2021,7,20,25.5,4.4,42,56,69,29,3.1,35,21,39,25,23,15,13,7,2126,2277,248
2021,7,21,28.4,0.0,42,56,77,21,3.1,35,21,39,25,23,15,13,7,2408,2159,265
2021,7,22,23.0,0.0,46,61,80,27,2.8,42,25,47,31,28,19,15,9,2383,2990,379
2021,7,23,27.8,0.0,42,56,76,22,2.5,35,21,39,25,23,15,13,7,2587,2131,349
2021,7,24,26.4,0.0,84,140,177,47,4.5,81,49,91,59,55,39,33,19,5058,6363,1427
2021,7,25,24.3,12.1,69,123,143,49,3.9,68,41,78,50,47,34,28,17,4144,4161,929
2021,7,26,26.8,0.0,42,56,71,27,3.4,35,21,39,25,23,15,13,7,2194,2457,381
2021,7,27,24.8,0.0,46,61,83,24,3.0,42,25,47,31,28,19,15,9,2400,2186,296
2021,7,28,29.2,0.4,42,56,70,28,2.8,35,21,39,25,23,15,13,7,1971,2262,227
2021,7,29,26.4,0.0,42,56,76,22,2.6,35,21,39,25,23,15,13,7,2560,2026,390
2021,7,30,28.7,1.9,42,56,76,22,3.5,35,21,39,25,23,15,13,7,2184,2780,307
2021,7,31,26.2,0.8,84,140,160,64,4.1,81,49,91,59,55,39,33,19,4905,4638,845
2021,8,1,26.7,2.3,84,140,164,60,3.9,81,49,91,59,55,39,33,19,5411,6282,1236
2021,8,2,26.3,0.0,42,56,70,28,3.3,35,21,39,25,23,15,13,7,1866,2917,319
2021,8,3,22.2,0.0,46,61,81,26,3.0,42,25,47,31,28,19,15,9,2792,2754,373
2021,8,4,25.5,0.0,42,56,74,24,3.3,35,21,39,25,23,15,13,7,2176,2683,384
2021,8,5,22.7,0.0,46,61,83,24,2.8,42,25,47,31,28,19,15,9,2696,2521,371
2021,8,6,28.3,1.3,42,56,73,25,2.6,52,31,59,38,35,23,19,11,1988,2723,321
2021,8,7,29.1,0.8,84,140,163,61,4.1,121,73,137,89,83,59,49,29,4737,6631,1642
2021,8,8,24.7,0.0,92,154,174,72,4.1,98,59,110,72,67,48,40,24,4732,5219,976
2021,8,9,29.2,0.0,42,56,76,22,2.8,35,21,39,25,23,15,13,7,2002,2573,375
2021,8,10,27.0,0.0,42,56,70,28,2.6,35,21,39,25,23,15,13,7,1874,2507,365
2021,8,11,29.7,0.0,42,56,69,29,2.9,35,21,39,25,23,15,13,7,2077,2814,395
2021,8,12,25.5,2.3,42,56,74,24,3.0,35,21,39,25,23,15,13,7,2467,2016,385
2021,8,13,27.0,0.0,42,56,75,23,3.2,35,21,39,25,23,15,13,7,2317,2809,281
2021,8,14,28.5,0.3,84,140,161,63,3.7,81,49,91,59,55,39,33,19,4155,5177,1520
2021,8,15,30.7,0.0,71,119,135,55,4.5,68,41,77,50,47,33,28,16,3723,4823,1020
2021,8,16,28.5,1.4,42,56,75,23,3.0,35,21,39,25,23,15,13,7,2276,2834,317
2021,8,17,27.7,1.8,42,56,72,26,3.3,35,21,39,25,23,15,13,7,2415,2747,205
2021,8,18,29.9,0.0,42,56,68,30,2.9,35,21,39,25,23,15,13,7,1748,2011,289
2021,8,19,31.6,0.0,35,47,59,23,3.4,29,17,33,21,20,13,11,6,2031,2436,203
2021,8,20,22.6,7.3,46,61,80,27,2.7,42,25,47,31,28,19,15,9,2512,2391,407
2021,8,21,22.8,0.0,92,154,173,73,4.4,98,59,110,72,67,48,40,24,5505,7209,1704
2021,8,22,31.9,0.0,71,119,134,56,3.8,68,41,77,50,47,33,28,16,3821,5503,1080
2021,8,23,25.5,0.0,42,56,74,24,2.8,35,21,39,25,23,15,13,7,1958,2414,237
2021,8,24,26.8,6.4,42,56,77,21,3.0,35,21,39,25,23,15,13,7,2120,2801,305
2021,8,25,22.8,6.3,46,61,76,31,3.1,42,25,47,31,28,19,15,9,2285,2537,337
2021,8,26,29.5,0.0,42,56,77,21,2.9,35,21,39,25,23,15,13,7,2120,2406,389
2021,8,27,27.4,3.1,42,56,76,22,2.7,35,21,39,25,23,15,13,7,2177,2702,394
2021,8,28,29.0,0.0,84,140,170,54,3.5,81,49,91,59,55,39,33,19,4433,6157,868
2021,8,29,28.3,1.2,84,140,161,63,4.2,81,49,91,59,55,39,33,19,4094,4879,1400
2021,8,30,28.2,0.0,42,56,74,24,2.8,35,21,39,25,23,15,13,7,2550,2330,269
2021,8,31,28.7,0.0,42,56,70,28,2.5,35,21,39,25,23,15,13,7,1809,2759,354
2021,9,1,30.0,0.0,56,74,102,28,2.6,49,29,55,36,33,22,18,11,2796,3723,364
2021,9,2,18.6,0.0,66,88,113,41,3.3,58,35,66,42,39,26,22,13,3754,4598,417
2021,9,3,23.4,0.0,72,96,125,43,3.2,69,42,79,51,47,31,26,15,3752,4630,470
2021,9,4,19.0,0.0,132,220,258,94,3.8,134,81,151,99,92,66,55,33,8199,9923,1464
2021,9,5,24.4,0.0,145,242,273,114,4.5,162,98,183,119,111,79,66,39,8696,10603,2825
2021,9,6,19.7,0.0,66,88,119,35,2.7,87,52,99,64,59,39,33,19,3205,3945,480
2021,9,7,24.2,0.0,72,96,130,38,3.4,104,63,118,77,71,47,39,23,3876,4556,390
2021,9,8,25.6,0.0,66,88,113,41,3.3,58,35,66,42,39,26,22,13,3784,4412,482
2021,9,9,22.1,0.0,72,96,130,38,2.9,69,42,79,51,47,31,26,15,3902,4653,402
2021,9,10,21.3,0.0,72,96,122,46,3.5,69,42,79,51,47,31,26,15,3684,4888,531
2021,9,11,25.5,0.0,132,220,269,83,4.4,134,81,151,99,92,66,55,33,8417,9200,1410
2021,9,12,22.6,0.0,145,242,274,113,3.7,162,98,183,119,111,79,66,39,8681,11415,2141
2021,9,13,24.3,0.0,72,96,125,43,2.5,69,42,79,51,47,31,26,15,3537,4069,556
2021,9,14,21.3,0.0,72,96,121,47,3.1,69,42,79,51,47,31,26,15,4060,3370,474
2021,9,15,19.0,0.0,66,88,122,32,3.1,58,35,66,42,39,26,22,13,3802,4080,348
2021,9,16,18.4,0.0,66,88,122,32,3.4,58,35,66,42,39,26,22,13,3138,3470,616
2021,9,17,22.7,1.4,72,96,132,36,3.4,69,42,79,51,47,31,26,15,3799,4722,669
2021,9,18,21.4,0.0,145,242,277,110,3.8,162,98,183,119,111,79,66,39,7206,9434,2639
2021,9,19,19.4,0.0,132,220,277,75,3.5,134,81,151,99,92,66,55,33,7123,7693,2289
2021,9,20,22.0,0.0,72,96,121,47,3.2,69,42,79,51,47,31,26,15,3741,3774,370
2021,9,21,19.9,0.0,66,88,119,35,3.2,58,35,66,42,39,26,22,13,3233,3251,504
2021,9,22,23.8,0.8,72,96,126,42,3.4,69,42,79,51,47,31,26,15,3569,4263,588
2021,9,23,17.1,0.0,66,88,121,33,2.5,58,35,66,42,39,26,22,13,3260,3638,349
2021,9,24,16.3,0.0,66,88,110,44,2.6,58,35,66,42,39,26,22,13,3279,4326,374
2021,9,25,27.2,0.0,132,220,271,81,4.0,134,81,151,99,92,66,55,33,7231,10498,2281
2021,9,26,21.7,0.0,145,242,289,98,3.7,162,98,183,119,111,79,66,39,8572,10508,2266
2021,9,27,22.3,0.0,72,96,120,48,2.5,69,42,79,51,47,31,26,15,3490,4109,661
2021,9,28,18.5,0.0,66,88,118,36,2.6,58,35,66,42,39,26,22,13,3117,4056,464
2021,9,29,23.8,0.0,72,96,119,49,3.4,69,42,79,51,47,31,26,15,3402,4003,599
2021,9,30,28.1,0.0,66,88,112,42,2.8,58,35,66,42,39,26,22,13,3795,3196,576
2021,10,1,13.4,0.0,90,120,157,53,3.5,95,57,108,70,64,43,36,21,5321,5639,635
2021,10,2,15.9,0.0,180,300,364,116,3.6,219,133,248,162,151,108,90,54,11368,11875,2039
2021,10,3,16.6,0.0,180,300,340,140,4.4,219,133,248,162,151,108,90,54,11083,12917,2586
2021,10,4,19.8,0.0,90,120,157,53,3.2,95,57,108,70,64,43,36,21,4424,4945,650
2021,10,5,21.2,0.0,99,132,173,58,3.3,115,69,130,84,78,52,43,26,5094,4764,646
2021,10,6,15.4,0.0,90,120,165,45,2.8,143,86,161,105,97,64,53,32,5442,6250,726
2021,10,7,20.5,0.0,99,132,183,48,3.2,173,104,196,127,117,78,65,39,5797,4948,548
2021,10,8,16.8,0.0,90,120,157,53,3.3,95,57,108,70,64,43,36,21,5438,5113,749
2021,10,9,17.5,3.4,180,300,379,101,4.1,219,133,248,162,151,108,90,54,10145,13952,2105
2021,10,10,20.4,0.8,198,330,388,140,3.7,265,161,300,196,182,130,108,65,12588,12750,3190
2021,10,11,11.1,0.0,90,120,153,57,3.5,95,57,108,70,64,43,36,21,4675,5417,665
2021,10,12,17.0,0.0,90,120,163,47,3.5,95,57,108,70,64,43,36,21,4605,5460,482
2021,10,13,14.5,0.0,90,120,147,63,2.8,95,57,108,70,64,43,36,21,5072,5355,440
2021,10,14,19.4,0.0,90,120,164,46,3.3,95,57,108,70,64,43,36,21,5734,4261,540
2021,10,15,14.6,0.0,90,120,157,53,2.9,95,57,108,70,64,43,36,21,5451,4332,440
2021,10,16,14.4,0.0,180,300,381,99,3.7,219,133,248,162,151,108,90,54,10957,12928,1909
2021,10,17,17.5,6.2,180,300,351,129,4.4,219,133,248,162,151,108,90,54,12168,10193,3004
2021,10,18,15.9,0.0,90,120,166,44,3.3,95,57,108,70,64,43,36,21,4631,5889,482
2021,10,19,21.4,0.0,99,132,167,64,2.5,115,69,130,84,78,52,43,26,5530,6593,822
2021,10,20,19.8,0.0,90,120,157,53,3.0,95,57,108,70,64,43,36,21,4094,5293,552
2021,10,21,16.3,0.0,90,120,148,62,3.2,95,57,108,70,64,43,36,21,4110,4323,816
2021,10,22,19.7,0.0,90,120,150,60,3.4,95,57,108,70,64,43,36,21,4465,4394,639
2021,10,23,13.2,8.9,180,300,379,101,4.0,219,133,248,162,151,108,90,54,11011,11681,2068
2021,10,24,20.7,0.0,198,330,389,139,4.1,265,161,300,196,182,130,108,65,11534,11867,3931
2021,10,25,21.4,0.0,99,132,180,51,3.5,115,69,130,84,78,52,43,26,4914,5548,721
2021,10,26,17.3,6.2,90,120,153,57,3.2,95,57,108,70,64,43,36,21,4934,5646,529
2021,10,27,14.1,0.0,90,120,152,58,3.1,95,57,108,70,64,43,36,21,4768,4569,861
2021,10,28,16.7,4.7,90,120,164,46,3.5,95,57,108,70,64,43,36,21,5453,4537,494
2021,10,29,10.2,0.0,90,120,150,60,2.5,95,57,108,70,64,43,36,21,3976,4590,433
2021,10,30,23.5,11.9,148,264,327,85,3.9,186,113,211,138,129,94,78,47,10764,12097,3061
2021,10,31,16.1,0.0,180,300,376,104,4.4,219,133,248,162,151,108,90,54,11516,13751,1887
2021,11,1,8.5,4.5,66,88,118,36,2.6,58,35,66,42,39,26,22,13,3244,4195,532
2021,11,2,10.8,0.0,66,88,118,36,3.2,58,35,66,42,39,26,22,13,3324,3973,409
2021,11,3,9.1,0.0,66,88,108,46,3.4,58,35,66,42,39,26,22,13,2813,3286,388
2021,11,4,12.3,0.0,66,88,109,45,3.0,58,35,66,42,39,26,22,13,3315,4569,623
2021,11,5,9.9,7.4,66,88,122,32,3.3,58,35,66,42,39,26,22,13,3756,3419,628
2021,11,6,10.3,10.7,99,176,197,78,4.4,141,86,160,104,98,71,59,35,5990,7181,1878
2021,11,7,10.6,0.0,132,220,254,98,4.3,201,122,227,148,138,99,82,49,6473,7652,1578
2021,11,8,14.0,0.0,66,88,110,44,2.6,58,35,66,42,39,26,22,13,3070,3233,428
2021,11,9,11.1,0.0,66,88,109,45,2.7,58,35,66,42,39,26,22,13,3294,3587,606
2021,11,10,14.3,0.0,66,88,115,39,2.7,58,35,66,42,39,26,22,13,2985,4584,531
2021,11,11,9.9,0.0,66,88,120,34,3.3,58,35,66,42,39,26,22,13,3403,4334,523
2021,11,12,13.0,1.5,66,88,120,34,3.3,58,35,66,42,39,26,22,13,3017,4326,451
2021,11,13,4.9,0.0,132,220,248,104,4.3,134,81,151,99,92,66,55,33,7993,8937,1685
2021,11,14,8.3,0.0,132,220,249,103,4.4,134,81,151,99,92,66,55,33,7961,10203,2043
2021,11,15,15.4,0.0,66,88,112,42,3.2,58,35,66,42,39,26,22,13,3024,4374,558
2021,11,16,6.9,0.0,66,88,119,35,2.8,58,35,66,42,39,26,22,13,3970,4348,352
2021,11,17,11.8,0.0,66,88,112,42,2.7,58,35,66,42,39,26,22,13,3142,3741,455
2021,11,18,8.1,0.0,66,88,118,36,2.7,58,35,66,42,39,26,22,13,3054,3332,384
2021,11,19,11.2,7.7,66,88,111,43,2.9,58,35,66,42,39,26,22,13,3469,3131,612
2021,11,20,12.8,0.0,132,220,259,93,3.8,134,81,151,99,92,66,55,33,6783,8633,1509
2021,11,21,3.2,7.7,132,220,252,100,4.0,134,81,151,99,92,66,55,33,6515,8142,2241
2021,11,22,9.4,0.0,66,88,121,33,2.8,58,35,66,42,39,26,22,13,3845,3476,421
2021,11,23,7.3,0.0,66,88,108,46,2.9,58,35,66,42,39,26,22,13,3503,3737,378
2021,11,24,6.3,0.1,66,88,113,41,3.4,58,35,66,42,39,26,22,13,3143,3185,595
2021,11,25,9.1,0.0,66,88,119,35,3.0,58,35,66,42,39,26,22,13,3217,3516,585
2021,11,26,11.4,0.0,66,88,117,37,3.2,58,35,66,42,39,26,22,13,3041,3618,335
2021,11,27,13.5,0.0,132,220,252,100,4.2,134,81,151,99,92,66,55,33,7466,7648,1471
2021,11,28,8.3,4.3,132,220,259,93,4.2,134,81,151,99,92,66,55,33,8968,7780,2308
2021,11,29,11.0,0.0,66,88,120,34,3.0,58,35,66,42,39,26,22,13,3159,3106,592
2021,11,30,10.0,2.6,66,88,121,33,2.7,58,35,66,42,39,26,22,13,3260,3737,367
2021,12,1,2.3,3.9,96,128,178,46,3.2,110,66,124,81,74,49,41,24,5913,5500,532
2021,12,2,5.7,0.0,96,128,178,46,3.1,110,66,124,81,74,49,41,24,5388,5877,696
2021,12,3,9.1,0.0,96,128,177,47,2.6,110,66,124,81,74,49,41,24,5648,5983,854
2021,12,4,3.7,0.0,192,320,404,108,4.4,253,153,287,187,174,124,104,62,11187,15006,2079
2021,12,5,1.5,0.0,192,320,371,141,3.7,253,153,287,187,174,124,104,62,10451,14232,2780
